deep_blue, aquamarine, steel_blue, 55
pale_purple, dark_olive, gray, 75
pale_purple, red_orange, pale_brown, 90
pale_purple, dark_salmon, pale_pink, 100
pale_purple, dull_green, gray, 85
pale_purple, dark_slate, light_slate, 75
pale_purple, dark_teal, slate, 70
pale_purple, turquoise, sky_blue, 85
pale_purple, purple, light_purple, 85
pale_purple, deep_pink, pink, 95
pale_purple, light_blue, sky_blue, 85
pale_purple, dark_gray, gray, 90
pale_purple, blue, pale_blue, 90
pale_purple, gold, beige, 80
pale_purple, bronze, pale_tan, 85
pale_purple, dim_gray, gray, 100
pale_purple, green, mint, 65
pale_purple, pink, light_mauve, 105
pale_purple, brick_red, dull_red, 95
pale_purple, indigo, light_purple, 60
pale_purple, beige, pale_orange, 85
pale_purple, alice_blue, pale_rose, 115
pale_purple, pale_yellow, pale_rose, 90
pale_purple, light_gray, alice_blue, 110
pale_purple, dark_turquoise, dull_blue, 85
pale_purple, pale_blue, alice_blue, 110
pale_purple, lime, light_green, 65
pale_purple, light_green, dull_green, 70
pale_purple, magenta, mauve, 95
pale_purple, maroon, brick_red, 65
pale_purple, light_mint, pale_turquoise, 90
pale_purple, light_purple, light_mauve, 95
pale_purple, light_slate, light_mauve, 100
pale_purple, mint, dull_green, 85
pale_purple, purple_red, pink, 90
pale_purple, pale_rose, pale_pink, 115
pale_purple, navy, slate_blue, 55
pale_purple, dark_yellow, dark_beige, 75
pale_purple, olive, dark_beige, 75
pale_purple, orange, pale_brown, 85
pale_purple, pale_green, dull_green, 75
pale_purple, pale_turquoise, pale_blue, 90
pale_purple, dull_pink, light_mauve, 105
pale_purple, tan, dark_salmon, 90
pale_purple, pale_pink, pale_rose, 115
pale_purple, light_mauve, pale_pink, 115
pale_purple, dark_purple, light_purple, 75
pale_purple, red, brick_red, 85
pale_purple, dull_red, pale_pink, 110
pale_purple, royal_blue, light_slate, 90
pale_purple, salmon, pale_pink, 100
pale_purple, pale_brown, dark_salmon, 95
pale_purple, dark_mint, dull_blue, 85
pale_purple, brown, dull_red, 85
pale_purple, sky_blue, pale_blue, 90
pale_purple, slate_blue, light_slate, 90
pale_purple, slate, gray, 100
pale_purple, spring_green, light_mint, 85
pale_purple, steel_blue, pale_blue, 90
pale_purple, pale_tan, pale_rose, 100
pale_purple, teal, dull_blue, 80
light_turquoise, aquamarine, light_mint, 115
light_turquoise, black, teal, 50
light_turquoise, deep_blue, royal_blue, 60
light_turquoise, red_brown, dim_gray, 55
light_turquoise, dull_blue, dark_turquoise, 110
light_turquoise, light_brown, dull_green, 70
light_turquoise, coral, dull_green, 70
light_turquoise, crimson, dim_gray, 50
light_turquoise, cyan, turquoise, 120
light_turquoise, dark_bronze, dull_green, 80
light_turquoise, gray, turquoise, 100
light_turquoise, dark_green, mint, 80
light_turquoise, dark_beige, light_mint, 95
light_turquoise, dark_olive, mint, 85
light_turquoise, red_orange, dark_beige, 75
light_turquoise, dark_salmon, dull_green, 75
light_turquoise, dull_green, light_mint, 110
light_turquoise, dark_slate, steel_blue, 65
light_turquoise, dark_teal, dull_blue, 75
light_turquoise, turquoise, cyan, 120
light_turquoise, purple, royal_blue, 65
light_turquoise, deep_pink, light_slate, 55
light_turquoise, light_blue, turquoise, 100
light_turquoise, dark_gray, dull_blue, 85
light_turquoise, blue, light_blue, 90
light_turquoise, gold, yellow_green, 85
light_turquoise, bronze, dull_green, 85
light_turquoise, dim_gray, dark_turquoise, 95
light_turquoise, green, mint, 90
light_turquoise, pink, pale_blue, 65
light_turquoise, brick_red, dull_blue, 60
light_turquoise, indigo, royal_blue, 50
light_turquoise, beige, light_mint, 95
light_turquoise, alice_blue, pale_turquoise, 95
light_turquoise, pale_yellow, aquamarine, 100
light_turquoise, light_gray, pale_turquoise, 100
light_turquoise, dark_turquoise, turquoise, 115
light_turquoise, pale_blue, turquoise, 100
light_turquoise, lime, spring_green, 95
light_turquoise, light_green, mint, 100
light_turquoise, magenta, light_slate, 75
light_turquoise, maroon, dark_gray, 45
light_turquoise, light_mint, turquoise, 120
light_turquoise, light_purple, blue, 75
light_turquoise, light_slate, light_blue, 80
light_turquoise, mint, light_mint, 110
light_turquoise, purple_red, light_slate, 60
light_turquoise, pale_rose, pale_turquoise, 90
light_turquoise, navy, steel_blue, 45
light_turquoise, dark_yellow, mint, 85
light_turquoise, olive, mint, 90
light_turquoise, orange, yellow_green, 80
light_turquoise, pale_green, aquamarine, 105
light_turquoise, pale_turquoise, cyan, 115
light_turquoise, dull_pink, gray, 60
light_turquoise, tan, dull_green, 80
light_turquoise, pale_pink, pale_turquoise, 75
light_turquoise, light_mauve, sky_blue, 80
light_turquoise, dark_purple, royal_blue, 55
light_turquoise, red, dull_red, 55
light_turquoise, dull_red, dull_blue, 80
light_turquoise, royal_blue, light_blue, 80
light_turquoise, salmon, gray, 65
light_turquoise, pale_brown, dull_green, 80
light_turquoise, dark_mint, light_mint, 100
light_turquoise, brown, dull_green, 65
light_turquoise, sky_blue, turquoise, 110
light_turquoise, slate_blue, blue, 75
light_turquoise, slate, dark_turquoise, 95
light_turquoise, spring_green, aquamarine, 105
light_turquoise, steel_blue, dull_blue, 90
light_turquoise, pale_tan, light_mint, 95
light_turquoise, teal, dark_turquoise, 100
light_turquoise, pale_purple, pale_turquoise, 85
mauve, aquamarine, pale_blue, 75
mauve, black, dark_purple, 60
mauve, deep_blue, slate_blue, 85
mauve, red_brown, dull_pink, 85
mauve, dull_blue, light_mauve, 95
mauve, light_brown, dull_pink, 80
mauve, coral, dull_pink, 85
mauve, crimson, deep_pink, 90
mauve, cyan, light_blue, 70
mauve, dark_bronze, salmon, 65
mauve, gray, light_mauve, 100
mauve, dark_beige, dull_red, 65
mauve, dark_olive, dull_red, 55
mauve, red_orange, salmon, 75
mauve, dark_salmon, pink, 90
mauve, dull_green, pale_purple, 60
mauve, dark_slate, light_purple, 85
mauve, dark_teal, light_slate, 80
mauve, turquoise, blue, 75
mauve, purple, light_purple, 95
mauve, deep_pink, pink, 110
mauve, light_blue, blue, 75
mauve, dark_gray, light_purple, 90
mauve, blue, light_slate, 90
mauve, gold, pale_brown, 55
mauve, bronze, dark_salmon, 65
mauve, dim_gray, light_mauve, 95
mauve, pink, light_mauve, 115
mauve, brick_red, dull_pink, 95
mauve, indigo, purple, 80
mauve, beige, pale_pink, 60
mauve, alice_blue, light_mauve, 100
mauve, pale_yellow, pale_pink, 70
mauve, light_gray, light_mauve, 95
mauve, pale_blue, light_mauve, 100
mauve, magenta, light_purple, 115
mauve, maroon, purple_red, 70
mauve, light_mint, pale_purple, 80
mauve, light_purple, magenta, 115
mauve, light_slate, light_purple, 110
mauve, mint, gray, 75
mauve, purple_red, light_purple, 100
mauve, pale_rose, light_mauve, 95
mauve, navy, purple, 75
mauve, dark_yellow, dull_red, 55
mauve, olive, dull_red, 50
mauve, orange, dark_salmon, 65
mauve, pale_turquoise, pale_purple, 90
mauve, dull_pink, pink, 110
mauve, tan, dull_pink, 80
mauve, pale_pink, light_mauve, 105
mauve, light_mauve, pink, 120
mauve, dark_purple, light_purple, 85
mauve, red, deep_pink, 85
mauve, dull_red, light_mauve, 100
mauve, royal_blue, light_slate, 95
mauve, salmon, pink, 95
mauve, pale_brown, dull_pink, 80
mauve, brown, dull_pink, 80
mauve, sky_blue, light_mauve, 90
mauve, slate_blue, light_slate, 100
mauve, slate, light_mauve, 100
mauve, spring_green, dark_turquoise, 70
mauve, steel_blue, light_slate, 90
mauve, pale_tan, light_mauve, 80
mauve, teal, light_slate, 80
mauve, pale_purple, light_mauve, 105
mauve, light_turquoise, pale_blue, 75
pale_orange, aquamarine, pale_green, 100
pale_orange, deep_blue, light_slate, 50
pale_orange, red_brown, dark_salmon, 75
pale_orange, dull_blue, dull_green, 90
pale_orange, light_brown, pale_brown, 95
pale_orange, coral, pale_brown, 100
pale_orange, crimson, salmon, 80
pale_orange, cyan, light_turquoise, 90
pale_orange, dark_bronze, bronze, 100
pale_orange, gray, pale_tan, 105
pale_orange, dark_green, olive, 75
pale_orange, dark_beige, beige, 110
pale_orange, dark_olive, dark_beige, 85
pale_orange, red_orange, orange, 100
pale_orange, dark_salmon, pale_tan, 105
pale_orange, dull_green, dark_beige, 105
pale_orange, dark_slate, dull_red, 60
pale_orange, dark_teal, gray, 70
pale_orange, turquoise, light_mint, 90
pale_orange, purple, light_purple, 60
pale_orange, deep_pink, dull_pink, 75
pale_orange, light_blue, sky_blue, 80
pale_orange, dark_gray, pale_tan, 85
pale_orange, blue, sky_blue, 75
pale_orange, gold, beige, 110
pale_orange, bronze, dark_beige, 105
pale_orange, dim_gray, pale_tan, 95
pale_orange, green, dull_green, 85
pale_orange, pink, pale_pink, 80
pale_orange, brick_red, dark_salmon, 85
pale_orange, beige, pale_yellow, 115
pale_orange, alice_blue, light_gray, 100
pale_orange, pale_yellow, beige, 120
pale_orange, light_gray, pale_yellow, 110
pale_orange, dark_turquoise, light_mint, 90
pale_orange, pale_blue, light_gray, 95
pale_orange, lime, pale_green, 95
pale_orange, light_green, yellow_green, 95
pale_orange, magenta, mauve, 70
pale_orange, maroon, brick_red, 60
pale_orange, light_mint, dull_green, 100
pale_orange, light_purple, light_mauve, 70
pale_orange, light_slate, pale_purple, 75
pale_orange, mint, dull_green, 95
pale_orange, purple_red, dull_pink, 70
pale_orange, pale_rose, pale_tan, 110
pale_orange, dark_yellow, dark_beige, 95
pale_orange, olive, dark_beige, 95
pale_orange, orange, bronze, 105
pale_orange, pale_green, pale_yellow, 100
pale_orange, pale_turquoise, pale_yellow, 100
pale_orange, dull_pink, pale_pink, 85
pale_orange, tan, pale_tan, 100
pale_orange, pale_pink, pale_rose, 100
pale_orange, light_mauve, pale_pink, 85
pale_orange, dark_purple, dull_pink, 55
pale_orange, red, salmon, 85
pale_orange, dull_red, pale_tan, 100
pale_orange, royal_blue, pale_blue, 70
pale_orange, salmon, dark_salmon, 95
pale_orange, pale_brown, pale_tan, 110
pale_orange, dark_mint, dull_green, 90
pale_orange, brown, tan, 85
pale_orange, sky_blue, pale_turquoise, 95
pale_orange, slate_blue, light_mauve, 65
pale_orange, slate, gray, 90
pale_orange, spring_green, pale_green, 95
pale_orange, steel_blue, gray, 75
pale_orange, pale_tan, dark_beige, 115
pale_orange, teal, dull_green, 80
pale_orange, pale_purple, pale_rose, 95
pale_orange, light_turquoise, light_mint, 95
pale_orange, mauve, pale_pink, 75
white, aquamarine, pale_turquoise, 100
white, deep_blue, light_slate, 60
white, red_brown, dull_red, 70
white, dull_blue, pale_turquoise, 95
white, light_brown, pale_tan, 85
white, coral, dark_salmon, 90
white, crimson, dull_pink, 75
white, cyan, pale_turquoise, 100
white, dark_bronze, pale_tan, 85
white, gray, light_gray, 105
white, dark_green, dull_green, 70
white, dark_beige, pale_yellow, 100
white, dark_olive, dull_green, 75
white, red_orange, pale_brown, 90
white, dark_salmon, pale_rose, 95
white, dark_teal, gray, 70
white, turquoise, pale_turquoise, 95
white, purple, mauve, 70
white, deep_pink, pink, 85
white, light_blue, sky_blue, 95
white, dark_gray, gray, 85
white, blue, sky_blue, 85
white, gold, beige, 95
white, bronze, pale_orange, 95
white, dim_gray, light_gray, 95
white, green, dull_green, 75
white, pink, pale_pink, 90
white, brick_red, pale_pink, 85
white, indigo, light_slate, 50
white, beige, pale_yellow, 105
white, alice_blue, light_gray, 115
white, pale_yellow, pale_orange, 110
white, light_gray, alice_blue, 120
white, dark_turquoise, pale_turquoise, 95
white, pale_blue, alice_blue, 110
white, lime, pale_green, 95
white, light_green, pale_green, 90
white, magenta, mauve, 85
white, maroon, dull_red, 55
white, light_mint, pale_turquoise, 100
white, light_purple, light_mauve, 80
white, light_slate, pale_purple, 85
white, mint, light_mint, 90
white, purple_red, light_mauve, 75
white, pale_rose, light_gray, 115
white, dark_yellow, dark_beige, 85
white, olive, dull_green, 85
white, orange, pale_orange, 95
white, pale_green, aquamarine, 100
white, dull_pink, pale_pink, 90
white, tan, pale_tan, 90
white, pale_pink, pale_rose, 105
white, light_mauve, pale_purple, 100
white, dark_purple, light_mauve, 60
white, red, salmon, 80
white, dull_red, pale_rose, 95
white, royal_blue, pale_blue, 80
white, salmon, pale_pink, 95
white, pale_brown, pale_orange, 95
white, dark_mint, dull_green, 85
white, brown, dark_salmon, 75
white, sky_blue, pale_turquoise, 105
white, slate_blue, pale_blue, 75
white, slate, light_gray, 90
white, spring_green, aquamarine, 95
white, steel_blue, pale_blue, 85
white, pale_tan, pale_orange, 105
white, teal, turquoise, 80
white, pale_purple, alice_blue, 105
white, light_turquoise, pale_turquoise, 100
white, mauve, light_mauve, 95
white, pale_orange, pale_yellow, 110
yellow, aquamarine, pale_green, 95
yellow, red_brown, bronze, 55
yellow, dull_blue, yellow_green, 80
yellow, light_brown, bronze, 80
yellow, coral, bronze, 75
yellow, crimson, red_orange, 55
yellow, cyan, pale_green, 85
yellow, dark_bronze, gold, 95
yellow, gray, beige, 90
yellow, dark_green, yellow_green, 70
yellow, dark_beige, beige, 105
yellow, dark_olive, yellow_green, 80
yellow, red_orange, gold, 90
yellow, dark_salmon, gold, 80
yellow, dull_green, yellow_green, 95
yellow, dark_teal, dark_beige, 60
yellow, turquoise, pale_green, 80
yellow, light_blue, pale_green, 60
yellow, dark_gray, dark_beige, 75
yellow, blue, dull_green, 45
yellow, gold, beige, 115
yellow, bronze, gold, 100
yellow, dim_gray, dark_beige, 80
yellow, green, yellow_green, 80
yellow, pink, pale_brown, 50
yellow, brick_red, bronze, 65
yellow, beige, gold, 115
yellow, alice_blue, beige, 80
yellow, pale_yellow, beige, 105
yellow, light_gray, beige, 95
yellow, dark_turquoise, yellow_green, 80
yellow, pale_blue, beige, 75
yellow, lime, spring_green, 105
yellow, light_green, yellow_green, 100
yellow, maroon, dark_bronze, 45
yellow, light_mint, yellow_green, 90
yellow, mint, yellow_green, 90
yellow, pale_rose, beige, 90
yellow, dark_yellow, dark_beige, 90
yellow, olive, yellow_green, 90
yellow, orange, gold, 95
yellow, pale_green, yellow_green, 105
yellow, pale_turquoise, beige, 90
yellow, dull_pink, bronze, 55
yellow, tan, gold, 90
yellow, pale_pink, gold, 75
yellow, light_mauve, beige, 55
yellow, red, red_orange, 60
yellow, dull_red, gold, 75
yellow, salmon, bronze, 70
yellow, pale_brown, gold, 90
yellow, dark_mint, yellow_green, 85
yellow, brown, bronze, 70
yellow, sky_blue, yellow_green, 75
yellow, slate, dark_beige, 70
yellow, spring_green, lime, 100
yellow, steel_blue, yellow_green, 55
yellow, pale_tan, gold, 100
yellow, teal, yellow_green, 70
yellow, pale_purple, beige, 75
yellow, light_turquoise, pale_green, 85
yellow, pale_orange, beige, 105
yellow, white, beige, 95
yellow_green, aquamarine, pale_green, 100
yellow_green, black, dark_olive, 55
yellow_green, red_brown, dark_bronze, 55
yellow_green, dull_blue, dull_green, 90
yellow_green, light_brown, bronze, 75
yellow_green, coral, bronze, 75
yellow_green, crimson, light_brown, 50
yellow_green, cyan, spring_green, 90
yellow_green, dark_bronze, dark_beige, 95
yellow_green, gray, dark_beige, 100
yellow_green, dark_green, olive, 85
yellow_green, dark_olive, olive, 95
yellow_green, red_orange, bronze, 85
yellow_green, dark_salmon, dark_beige, 80
yellow_green, dull_green, light_green, 110
yellow_green, dark_teal, olive, 70
yellow_green, turquoise, mint, 90
yellow_green, light_blue, light_mint, 70
yellow_green, dark_gray, olive, 85
yellow_green, blue, dark_turquoise, 55
yellow_green, gold, yellow, 105
yellow_green, bronze, dark_beige, 100
yellow_green, dim_gray, olive, 90
yellow_green, green, olive, 100
yellow_green, pink, pale_tan, 45
yellow_green, brick_red, dark_bronze, 65
yellow_green, beige, dark_beige, 110
yellow_green, alice_blue, dull_green, 85
yellow_green, pale_yellow, beige, 105
yellow_green, light_gray, dark_beige, 100
yellow_green, dark_turquoise, mint, 95
yellow_green, pale_blue, dull_green, 80
yellow_green, lime, light_green, 110
yellow_green, light_green, lime, 115
yellow_green, light_mint, light_green, 105
yellow_green, light_slate, gray, 45
yellow_green, mint, light_green, 110
yellow_green, pale_rose, beige, 90
yellow_green, dark_yellow, olive, 105
yellow_green, olive, light_green, 110
yellow_green, orange, gold, 90
yellow_green, pale_green, light_green, 110
yellow_green, pale_turquoise, pale_green, 95
yellow_green, dull_pink, pale_tan, 60
yellow_green, tan, dark_beige, 90
yellow_green, pale_pink, dark_beige, 75
yellow_green, light_mauve, dark_beige, 55
yellow_green, red, light_brown, 55
yellow_green, dull_red, dark_beige, 80
yellow_green, royal_blue, dull_blue, 55
yellow_green, salmon, bronze, 70
yellow_green, pale_brown, dark_beige, 90
yellow_green, dark_mint, mint, 100
yellow_green, brown, dark_yellow, 70
yellow_green, sky_blue, dull_green, 80
yellow_green, slate, dull_green, 80
yellow_green, spring_green, light_green, 110
yellow_green, steel_blue, dull_green, 65
yellow_green, pale_tan, dark_beige, 100
yellow_green, teal, mint, 85
yellow_green, pale_purple, dark_beige, 75
yellow_green, light_turquoise, pale_green, 95
yellow_green, pale_orange, beige, 100
yellow_green, white, beige, 95
yellow_green, yellow, beige, 110
